SPA1 power,SPA1 bg fraction,SPA2 power,SPA2 bg fraction,SPA1 detuning,SPA2 detuning,v_forward,prob ini,prob inter,prob fin
0.0002,0.01,0.00001,0.02,0.0,-2000000.0,184.0,0.028114723441188077,0.8979375999561072,0.00004977003962418502
0.0002,0.01,0.00001,0.02,0.0,-1800000.0,184.0,0.02656699116198079,0.8979347967900887,0.0015556884068268896
0.0002,0.01,0.00001,0.02,0.0,-1600000.0,184.0,0.027556400384624116,0.8979003711206923,0.0004959847697919859
0.0002,0.01,0.00001,0.02,0.0,-1400000.0,184.0,0.027024140821735466,0.8979812287246641,0.0012351397424241425
0.0002,0.01,0.00001,0.02,0.0,-1200000.0,184.0,0.02751666613626159,0.8832999671485706,0.000754603106059477
0.0002,0.01,0.00001,0.02,0.0,-1000000.0,184.0,0.027223280944385007,0.8552353207604089,0.0011392908177419053
0.0002,0.01,0.00001,0.02,0.0,-799999.9999999998,184.0,0.028389260940882448,0.6714975413543414,0.13596425442206028
0.0002,0.01,0.00001,0.02,0.0,-599999.9999999999,184.0,0.02850806147880073,0.4319980596941501,0.33640836305243255
0.0002,0.01,0.00001,0.02,0.0,-399999.9999999999,184.0,0.02861224203734102,0.1728369541736898,0.5944028907894419
0.0002,0.01,0.00001,0.02,0.0,-199999.99999999994,184.0,0.028667151210414826,0.0565639014243099,0.777798308658539
0.0002,0.01,0.00001,0.02,0.0,0.0,184.0,0.028675431886270475,0.03667658758133856,0.8559938524384323
0.0002,0.01,0.00001,0.02,0.0,200000.00000000017,184.0,0.028735333025594754,0.03388057354400596,0.860364651607882
0.0002,0.01,0.00001,0.02,0.0,400000.00000000035,184.0,0.02871150509174367,0.8488209027045065,0.045481795115565125
0.0002,0.01,0.00001,0.02,0.0,600000.0000000001,184.0,0.028716097125290878,0.07341121032008309,0.7153281409317362
0.0002,0.01,0.00001,0.02,0.0,800000.0000000002,184.0,0.028462709489891717,0.8966773634921033,0.0007378844230364409
0.0002,0.01,0.00001,0.02,0.0,1000000.0,184.0,0.028415531791923694,0.8973758831296338,0.00046677110324633915
0.0002,0.01,0.00001,0.02,0.0,1200000.0000000002,184.0,0.028389395505421418,0.8975798612666996,0.00019209858884554825
0.0002,0.01,0.00001,0.02,0.0,1400000.0000000005,184.0,0.028372351579654103,0.897616307209046,0.00009899567707125157
0.0002,0.01,0.00001,0.02,0.0,1600000.0,184.0,0.028369264357490643,0.8976243778366518,0.00014277716048990464
0.0002,0.01,0.00001,0.02,0.0,1800000.0000000002,184.0,0.02836595456880217,0.8977170403268295,0.0003142625697113194
0.0002,0.01,0.00001,0.02,0.0,2000000.0,184.0,0.028365520928775197,0.8977815111909966,0.00012772499598984673
