SPA1 power,SPA2 power,SPA1 bg fraction,SPA2 bg fraction,RC bg intensity,SPA1 detuning,SPA2 detuning,RC detuning,v_forward,prob ini,prob fin
0.0002,1e-6,0.01,0.001,0.0,0.0,0.0,0.0,184.0,0.028457240247305664,0.23804039133517063
0.0002,1.4125375446227554e-6,0.01,0.001,0.0,0.0,0.0,0.0,184.0,0.028479177684821715,0.31444432041731474
0.0002,1.9952623149688787e-6,0.01,0.001,0.0,0.0,0.0,0.0,184.0,0.02850787254054882,0.4072039477425744
0.0002,2.818382931264455e-6,0.01,0.001,0.0,0.0,0.0,0.0,184.0,0.028544133867768343,0.5130334420200728
0.0002,3.981071705534969e-6,0.01,0.001,0.0,0.0,0.0,0.0,184.0,0.02858767589234303,0.6234018708809638
0.0002,5.623413251903491e-6,0.01,0.001,0.0,0.0,0.0,0.0,184.0,0.02863608987425218,0.7246139333303028
0.0002,7.943282347242822e-6,0.01,0.001,0.0,0.0,0.0,0.0,184.0,0.028683941990537094,0.8023789786234635
0.0002,0.00001122018454301963,0.01,0.001,0.0,0.0,0.0,0.0,184.0,0.028723633435734183,0.8510299423319988
0.0002,0.00001584893192461114,0.01,0.001,0.0,0.0,0.0,0.0,184.0,0.028750974253113504,0.878486583923019
0.0002,0.00002238721138568338,0.01,0.001,0.0,0.0,0.0,0.0,184.0,0.02877347664163147,0.8941678756999114
0.0002,0.000031622776601683795,0.01,0.001,0.0,0.0,0.0,0.0,184.0,0.02879606947766591,0.8970044456589428
0.0002,0.00004466835921509635,0.01,0.001,0.0,0.0,0.0,0.0,184.0,0.028784352641952077,0.8959710627501665
0.0002,0.00006309573444801929,0.01,0.001,0.0,0.0,0.0,0.0,184.0,0.02876644509874797,0.8961027707255151
0.0002,0.00008912509381337459,0.01,0.001,0.0,0.0,0.0,0.0,184.0,0.028747592867666413,0.8966189627618009
0.0002,0.00012589254117941674,0.01,0.001,0.0,0.0,0.0,0.0,184.0,0.0287152856967957,0.8963558197555378
0.0002,0.00017782794100389227,0.01,0.001,0.0,0.0,0.0,0.0,184.0,0.028666318174247217,0.8964525552029667
0.0002,0.00025118864315095795,0.01,0.001,0.0,0.0,0.0,0.0,184.0,0.028659062576008573,0.8960258834289888
0.0002,0.0003548133892335753,0.01,0.001,0.0,0.0,0.0,0.0,184.0,0.028668948208153532,0.896133855936162
0.0002,0.000501187233627272,0.01,0.001,0.0,0.0,0.0,0.0,184.0,0.02855621484497328,0.8959255187984423
0.0002,0.000707945784384138,0.01,0.001,0.0,0.0,0.0,0.0,184.0,0.028526928290911642,0.8952630873088739
0.0002,0.001,0.01,0.001,0.0,0.0,0.0,0.0,184.0,0.028464412099034362,0.8945765472936629
0.0002,1e-6,0.01,0.0025118864315095794,0.0,0.0,0.0,0.0,184.0,0.028456524156917733,0.24489962288083197
0.0002,1.4125375446227554e-6,0.01,0.0025118864315095794,0.0,0.0,0.0,0.0,184.0,0.028478532559290053,0.3229736362400107
0.0002,1.9952623149688787e-6,0.01,0.0025118864315095794,0.0,0.0,0.0,0.0,184.0,0.028507292941730007,0.417268211275972
0.0002,2.818382931264455e-6,0.01,0.0025118864315095794,0.0,0.0,0.0,0.0,184.0,0.02854352444555775,0.5240287583887079
0.0002,3.981071705534969e-6,0.01,0.0025118864315095794,0.0,0.0,0.0,0.0,184.0,0.028586756366656647,0.6341250367227128
0.0002,5.623413251903491e-6,0.01,0.0025118864315095794,0.0,0.0,0.0,0.0,184.0,0.02863426757039086,0.7334647517961272
0.0002,7.943282347242822e-6,0.01,0.0025118864315095794,0.0,0.0,0.0,0.0,184.0,0.028680259855389266,0.8081668010795433
0.0002,0.00001122018454301963,0.01,0.0025118864315095794,0.0,0.0,0.0,0.0,184.0,0.02871713258570068,0.8540280826556796
0.0002,0.00001584893192461114,0.01,0.0025118864315095794,0.0,0.0,0.0,0.0,184.0,0.028741952498649116,0.8802027289376329
0.0002,0.00002238721138568338,0.01,0.0025118864315095794,0.0,0.0,0.0,0.0,184.0,0.028764117336664296,0.8951176059921965
0.0002,0.000031622776601683795,0.01,0.0025118864315095794,0.0,0.0,0.0,0.0,184.0,0.02878403179508655,0.8967776725758386
0.0002,0.00004466835921509635,0.01,0.0025118864315095794,0.0,0.0,0.0,0.0,184.0,0.02876256521669529,0.8960694674343025
0.0002,0.00006309573444801929,0.01,0.0025118864315095794,0.0,0.0,0.0,0.0,184.0,0.028746690528122166,0.8957676396940127
0.0002,0.00008912509381337459,0.01,0.0025118864315095794,0.0,0.0,0.0,0.0,184.0,0.028714287474049627,0.8965341398647307
0.0002,0.00012589254117941674,0.01,0.0025118864315095794,0.0,0.0,0.0,0.0,184.0,0.028680185423919202,0.896294023302051
0.0002,0.00017782794100389227,0.01,0.0025118864315095794,0.0,0.0,0.0,0.0,184.0,0.028631423610224485,0.8960809392236718
0.0002,0.00025118864315095795,0.01,0.0025118864315095794,0.0,0.0,0.0,0.0,184.0,0.028624002225265285,0.8962497242682226
0.0002,0.0003548133892335753,0.01,0.0025118864315095794,0.0,0.0,0.0,0.0,184.0,0.028588941640079617,0.8956920709756699
0.0002,0.000501187233627272,0.01,0.0025118864315095794,0.0,0.0,0.0,0.0,184.0,0.028510843147039146,0.8950149225758283
0.0002,0.000707945784384138,0.01,0.0025118864315095794,0.0,0.0,0.0,0.0,184.0,0.02840319865231357,0.8943709119344657
0.0002,0.001,0.01,0.0025118864315095794,0.0,0.0,0.0,0.0,184.0,0.028318428933913616,0.8936644928773887
0.0002,1e-6,0.01,0.00630957344480193,0.0,0.0,0.0,0.0,184.0,0.028455450263527134,0.25585939436490807
0.0002,1.4125375446227554e-6,0.01,0.00630957344480193,0.0,0.0,0.0,0.0,184.0,0.028477577595396285,0.3365249174875045
0.0002,1.9952623149688787e-6,0.01,0.00630957344480193,0.0,0.0,0.0,0.0,184.0,0.0285064344329082,0.433124024106991
0.0002,2.818382931264455e-6,0.01,0.00630957344480193,0.0,0.0,0.0,0.0,184.0,0.028542581340836478,0.5411338994735626
0.0002,3.981071705534969e-6,0.01,0.00630957344480193,0.0,0.0,0.0,0.0,184.0,0.028585226272910356,0.650491641979026
0.0002,5.623413251903491e-6,0.01,0.00630957344480193,0.0,0.0,0.0,0.0,184.0,0.028631127323561746,0.7465955061100331
0.0002,7.943282347242822e-6,0.01,0.00630957344480193,0.0,0.0,0.0,0.0,184.0,0.02867393430584343,0.8164397558488794
0.0002,0.00001122018454301963,0.01,0.00630957344480193,0.0,0.0,0.0,0.0,184.0,0.02870627397772397,0.8582519371966187
0.0002,0.00001584893192461114,0.01,0.00630957344480193,0.0,0.0,0.0,0.0,184.0,0.028727644258519997,0.8828082610171621
0.0002,0.00002238721138568338,0.01,0.00630957344480193,0.0,0.0,0.0,0.0,184.0,0.02874967449608995,0.8963482540052542
0.0002,0.000031622776601683795,0.01,0.00630957344480193,0.0,0.0,0.0,0.0,184.0,0.028762491411395995,0.8964054264569508
0.0002,0.00004466835921509635,0.01,0.00630957344480193,0.0,0.0,0.0,0.0,184.0,0.02872674901416065,0.8961758605905638
0.0002,0.00006309573444801929,0.01,0.00630957344480193,0.0,0.0,0.0,0.0,184.0,0.028712921355867494,0.8953067637295998
0.0002,0.00008912509381337459,0.01,0.00630957344480193,0.0,0.0,0.0,0.0,184.0,0.028658973392246927,0.8965094032768449
0.0002,0.00012589254117941674,0.01,0.00630957344480193,0.0,0.0,0.0,0.0,184.0,0.028617931101671604,0.8959311624442658
0.0002,0.00017782794100389227,0.01,0.00630957344480193,0.0,0.0,0.0,0.0,184.0,0.02856955690734935,0.8957307643555508
0.0002,0.00025118864315095795,0.01,0.00630957344480193,0.0,0.0,0.0,0.0,184.0,0.028564085986775727,0.8949145411195516
0.0002,0.0003548133892335753,0.01,0.00630957344480193,0.0,0.0,0.0,0.0,184.0,0.028453542994125038,0.8949292730729779
0.0002,0.000501187233627272,0.01,0.00630957344480193,0.0,0.0,0.0,0.0,184.0,0.028427770365377452,0.8931423485906411
0.0002,0.000707945784384138,0.01,0.00630957344480193,0.0,0.0,0.0,0.0,184.0,0.02832501549477381,0.8879950793679704
0.0002,0.001,0.01,0.00630957344480193,0.0,0.0,0.0,0.0,184.0,0.028232346405930413,0.8830558194965195
0.0002,1e-6,0.01,0.01584893192461114,0.0,0.0,0.0,0.0,184.0,0.02845390102690091,0.27342625367478524
0.0002,1.4125375446227554e-6,0.01,0.01584893192461114,0.0,0.0,0.0,0.0,184.0,0.02847623007189611,0.35804309576741916
0.0002,1.9952623149688787e-6,0.01,0.01584893192461114,0.0,0.0,0.0,0.0,184.0,0.028505217029667157,0.45795207635786633
0.0002,2.818382931264455e-6,0.01,0.01584893192461114,0.0,0.0,0.0,0.0,184.0,0.028541124529652302,0.5673604532523575
0.0002,3.981071705534969e-6,0.01,0.01584893192461114,0.0,0.0,0.0,0.0,184.0,0.028582584227321958,0.674799105318597
0.0002,5.623413251903491e-6,0.01,0.01584893192461114,0.0,0.0,0.0,0.0,184.0,0.028625474892135416,0.7651996755601536
0.0002,7.943282347242822e-6,0.01,0.01584893192461114,0.0,0.0,0.0,0.0,184.0,0.028662712557860223,0.8274998983087796
0.0002,0.00001122018454301963,0.01,0.01584893192461114,0.0,0.0,0.0,0.0,184.0,0.028688000845376812,0.8639165731536722
0.0002,0.00001584893192461114,0.01,0.01584893192461114,0.0,0.0,0.0,0.0,184.0,0.028705546729810807,0.8867763153593644
