SPA1 power,SPA1 bg fraction,SPA2 power,SPA2 bg fraction,SPA1 detuning,SPA2 detuning,v_forward,prob ini,prob inter,prob fin
0.0002,0.01,0.00001,0.0,0.0,-2000000.0,184.0,0.02838993532006329,0.8975928940060016,1.821117576692527e-6
0.0002,0.01,0.00001,0.0,0.0,-1800000.0,184.0,0.028371752225054434,0.897593805540268,0.000014865333584703864
0.0002,0.01,0.00001,0.0,0.0,-1600000.0,184.0,0.028341948446104374,0.8975949005605407,0.00002670851221674509
0.0002,0.01,0.00001,0.0,0.0,-1400000.0,184.0,0.028342731255548453,0.8975966047268916,0.00004647367671474406
0.0002,0.01,0.00001,0.0,0.0,-1200000.0,184.0,0.02816888068181007,0.8915970192324773,0.00022460719417765932
0.0002,0.01,0.00001,0.0,0.0,-1000000.0,184.0,0.02826015106165483,0.8751547956358006,0.0001359697562938247
0.0002,0.01,0.00001,0.0,0.0,-799999.9999999998,184.0,0.0284223197935693,0.768636116522636,0.06416563849224827
0.0002,0.01,0.00001,0.0,0.0,-599999.9999999999,184.0,0.02849250538484928,0.5747698591810331,0.20220887211849672
0.0002,0.01,0.00001,0.0,0.0,-399999.9999999999,184.0,0.028599511200937837,0.2831953229118528,0.46115665761285396
0.0002,0.01,0.00001,0.0,0.0,-199999.99999999994,184.0,0.028670746782471244,0.11450460781359896,0.6922388972742134
0.0002,0.01,0.00001,0.0,0.0,0.0,184.0,0.028720484885158385,0.05596867524977052,0.8305133241877615
0.0002,0.01,0.00001,0.0,0.0,200000.00000000017,184.0,0.028793779712960783,0.11041891740481981,0.7868495389504514
0.0002,0.01,0.00001,0.0,0.0,400000.00000000035,184.0,0.028620401901509458,0.8969501955121773,0.0004434249211856913
0.0002,0.01,0.00001,0.0,0.0,600000.0000000001,184.0,0.028512928603949345,0.8970293371498793,0.0004412039614467483
0.0002,0.01,0.00001,0.0,0.0,800000.0000000002,184.0,0.02846670415734847,0.8970509872478069,0.0004966831001432104
0.0002,0.01,0.00001,0.0,0.0,1000000.0,184.0,0.028438990136757714,0.8972148017331909,0.0003741604519696411
0.0002,0.01,0.00001,0.0,0.0,1200000.0000000002,184.0,0.028426174036901907,0.8972985825455256,0.00029861709916637654
0.0002,0.01,0.00001,0.0,0.0,1400000.0000000005,184.0,0.028415222231474545,0.897225534464278,0.00009966938834299338
0.0002,0.01,0.00001,0.0,0.0,1600000.0,184.0,0.028417327004002815,0.8973104021884937,0.00022948679271927295
0.0002,0.01,0.00001,0.0,0.0,1800000.0000000002,184.0,0.02841703111828873,0.8973701987938851,0.00015132367822909463
0.0002,0.01,0.00001,0.0,0.0,2000000.0,184.0,0.028417647035016928,0.8973053942767217,0.0002893907783225931
