SPA1 power,SPA1 bg fraction,SPA2 power,SPA2 bg fraction,SPA1 detuning,SPA2 detuning,v_forward,prob ini,prob inter,prob fin
0.0002,0.01,5e-6,0.025,0.0,-2000000.0,184.0,0.028205068381565508,0.8978680784576443,0.00003494584892494272
0.0002,0.01,5e-6,0.025,0.0,-1800000.0,184.0,0.027298526909444728,0.8978669359507324,0.0009186737882591746
0.0002,0.01,5e-6,0.025,0.0,-1600000.0,184.0,0.027836847645203167,0.8978417100186648,0.00034136008499208664
0.0002,0.01,5e-6,0.025,0.0,-1400000.0,184.0,0.02752870893213472,0.8978977585493072,0.0007701762638503318
0.0002,0.01,5e-6,0.025,0.0,-1200000.0,184.0,0.02789067938167187,0.889924192623037,0.0004052361016335703
0.0002,0.01,5e-6,0.025,0.0,-1000000.0,184.0,0.027744473049117754,0.8747981376082526,0.0006220769195925557
0.0002,0.01,5e-6,0.025,0.0,-799999.9999999998,184.0,0.02836491394057867,0.763965141165819,0.08045633101873743
0.0002,0.01,5e-6,0.025,0.0,-599999.9999999999,184.0,0.02842320892562682,0.6125347285543252,0.19681927816398537
0.0002,0.01,5e-6,0.025,0.0,-399999.9999999999,184.0,0.028502531552746,0.3798707280333738,0.3907677334827739
0.0002,0.01,5e-6,0.025,0.0,-199999.99999999994,184.0,0.028560550413317815,0.22574284301793412,0.5628079180144716
0.0002,0.01,5e-6,0.025,0.0,0.0,184.0,0.028607738884162577,0.13689944714437938,0.7503586968012391
0.0002,0.01,5e-6,0.025,0.0,200000.00000000017,184.0,0.028654841857500234,0.16081932697189694,0.7297178232578827
0.0002,0.01,5e-6,0.025,0.0,400000.00000000035,184.0,0.028493774643267886,0.8637533848770971,0.03169394608712635
0.0002,0.01,5e-6,0.025,0.0,600000.0000000001,184.0,0.028561203299496744,0.626923994505116,0.22240164222647213
0.0002,0.01,5e-6,0.025,0.0,800000.0000000002,184.0,0.028406076844549967,0.8972466734353418,0.0005371841604459241
0.0002,0.01,5e-6,0.025,0.0,1000000.0,184.0,0.02837515627046459,0.8974594747856443,0.00032403068067394993
0.0002,0.01,5e-6,0.025,0.0,1200000.0000000002,184.0,0.028364190847608342,0.897606766978531,0.00015831326273146564
0.0002,0.01,5e-6,0.025,0.0,1400000.0000000005,184.0,0.028358454157938532,0.8975353556322647,0.00009918791019960815
0.0002,0.01,5e-6,0.025,0.0,1600000.0,184.0,0.028360562231549483,0.8975583333055689,0.00017276594065349842
0.0002,0.01,5e-6,0.025,0.0,1800000.0000000002,184.0,0.028360452194600077,0.8976488026502508,0.0003017013020547183
0.0002,0.01,5e-6,0.025,0.0,2000000.0,184.0,0.028361135850938555,0.8976893703354427,0.00014923384042988007
