SPA1 power,SPA1 bg fraction,SPA2 power,SPA2 bg fraction,SPA1 detuning,SPA2 detuning,v_forward,prob ini,prob inter,prob fin
0.0002,0.01,5e-6,0.03333333333333333,0.0,-2000000.0,184.0,0.028154315025913545,0.8979088581584489,0.000044186826162500214
0.0002,0.01,5e-6,0.03333333333333333,0.0,-1800000.0,184.0,0.02697159536943315,0.8979076719352718,0.0012013482329315507
0.0002,0.01,5e-6,0.03333333333333333,0.0,-1600000.0,184.0,0.027713378058735527,0.8978749069858167,0.00041373772684707766
0.0002,0.01,5e-6,0.03333333333333333,0.0,-1400000.0,184.0,0.027293220806022724,0.8979470439768064,0.000982570663557687
0.0002,0.01,5e-6,0.03333333333333333,0.0,-1200000.0,184.0,0.027812132943871685,0.888948316160564,0.0004636970461246202
0.0002,0.01,5e-6,0.03333333333333333,0.0,-1000000.0,184.0,0.0275839738666045,0.8724559136981735,0.0007780121763533991
0.0002,0.01,5e-6,0.03333333333333333,0.0,-799999.9999999998,184.0,0.028358394445647594,0.7524782059925473,0.08883078921523851
0.0002,0.01,5e-6,0.03333333333333333,0.0,-599999.9999999999,184.0,0.028422459447141637,0.5947973811964014,0.21215845819338217
0.0002,0.01,5e-6,0.03333333333333333,0.0,-399999.9999999999,184.0,0.028503519144788384,0.36187432565322986,0.40861675962447597
0.0002,0.01,5e-6,0.03333333333333333,0.0,-199999.99999999994,184.0,0.028561218143541393,0.21175370767624782,0.5781102432775846
0.0002,0.01,5e-6,0.03333333333333333,0.0,0.0,184.0,0.028604925768086664,0.12828099471344268,0.759474550729607
0.0002,0.01,5e-6,0.03333333333333333,0.0,200000.00000000017,184.0,0.02865158585775711,0.14424063545345667,0.7445958384506559
0.0002,0.01,5e-6,0.03333333333333333,0.0,400000.00000000035,184.0,0.028499753205381256,0.8534981795921643,0.04129185157699206
0.0002,0.01,5e-6,0.03333333333333333,0.0,600000.0000000001,184.0,0.028663134812327563,0.289621851563587,0.513572765439287
0.0002,0.01,5e-6,0.03333333333333333,0.0,800000.0000000002,184.0,0.02840578118473167,0.8971627231773485,0.0006170508013356507
0.0002,0.01,5e-6,0.03333333333333333,0.0,1000000.0,184.0,0.02837128966264114,0.8974956373001226,0.00033381180797701824
0.0002,0.01,5e-6,0.03333333333333333,0.0,1200000.0000000002,184.0,0.028358735705623705,0.8976426767651808,0.00014493295849469346
0.0002,0.01,5e-6,0.03333333333333333,0.0,1400000.0000000005,184.0,0.02835242966708213,0.8975773883866347,0.00010297715099163792
0.0002,0.01,5e-6,0.03333333333333333,0.0,1600000.0,184.0,0.028354138381430548,0.8975934421743836,0.00016489076474590425
0.0002,0.01,5e-6,0.03333333333333333,0.0,1800000.0000000002,184.0,0.028353778481274166,0.8976904524210894,0.0003263427643035808
0.0002,0.01,5e-6,0.03333333333333333,0.0,2000000.0,184.0,0.028354396770889585,0.8977485642321323,0.00013371399357056598
