SPA1 power,SPA2 power,SPA1 bg fraction,SPA2 bg fraction,RC bg intensity,SPA1 detuning,SPA2 detuning,RC detuning,v_forward,prob ini,prob fin
0.0002,0.00003,0.01,0.01,0.00001,0.0,0.0,0.0,184.0,0.028748385786940476,0.5538456342982307
0.0002,0.00003,0.01,0.01,0.00001171499109587199,0.0,0.0,0.0,184.0,0.028748451073703853,0.5386006122977502
0.0002,0.00003,0.01,0.01,0.000013724101637636002,0.0,0.0,0.0,184.0,0.028748522694849926,0.5312713559788332
0.0002,0.00003,0.01,0.01,0.000016077772848374797,0.0,0.0,0.0,184.0,0.02874859986799285,0.5344122253081088
0.0002,0.00003,0.01,0.01,0.00001883509657601632,0.0,0.0,0.0,184.0,0.02874868117463574,0.5503400727956682
0.0002,0.00003,0.01,0.01,0.00002206529886779202,0.0,0.0,0.0,184.0,0.028748764265300458,0.5805344573138314
0.0002,0.00003,0.01,0.01,0.000025849477976393836,0.0,0.0,0.0,184.0,0.028748845720521558,0.6247710458358569
0.0002,0.00003,0.01,0.01,0.00003028264043263929,0.0,0.0,0.0,184.0,0.028748920421320674,0.6800179422612204
0.0002,0.00003,0.01,0.01,0.00003547608630278624,0.0,0.0,0.0,184.0,0.028748981027371053,0.7392567187458169
0.0002,0.00003,0.01,0.01,0.000041560203515352704,0.0,0.0,0.0,184.0,0.02874901771353232,0.7906093677580566
0.0002,0.00003,0.01,0.01,0.000048687741412498476,0.0,0.0,0.0,184.0,0.028749018356889578,0.8174493626100334
0.0002,0.00003,0.01,0.01,0.00005703764571255376,0.0,0.0,0.0,184.0,0.02874896777194375,0.8004626091787727
0.0002,0.00003,0.01,0.01,0.00006681955116520686,0.0,0.0,0.0,184.0,0.02874884848487877,0.7226735420032608
0.0002,0.00003,0.01,0.01,0.00007827904469305611,0.0,0.0,0.0,184.0,0.028748642552941992,0.5778445928348221
0.0002,0.00003,0.01,0.01,0.0000917038311572518,0.0,0.0,0.0,184.0,0.02874833470525196,0.3808618008191829
0.0002,0.00003,0.01,0.01,0.00010743095654645543,0.0,0.0,0.0,184.0,0.02874791663036059,0.17548293688600272
0.0002,0.00003,0.01,0.01,0.0001258552699362736,0.0,0.0,0.0,184.0,0.02874739584414625,0.031077785161037576
0.0002,0.00003,0.01,0.01,0.0001474393366672011,0.0,0.0,0.0,184.0,0.02874680459501026,0.01907467938720929
0.0002,0.00003,0.01,0.01,0.00017272505162375354,0.0,0.0,0.0,184.0,0.028746209585548053,0.16770537917818693
0.0002,0.00003,0.01,0.01,0.00020234724418063027,0.0,0.0,0.0,184.0,0.028745717740523796,0.41497052960513936
0.0002,0.00003,0.01,0.01,0.0002370496163850319,0.0,0.0,0.0,184.0,0.028745466931908627,0.6068550055957651
0.0002,0.00003,0.01,0.01,0.00027770341452305197,0.0,0.0,0.0,184.0,0.028745592259892216,0.5879985388034059
0.0002,0.00003,0.01,0.01,0.0003253293028430802,0.0,0.0,0.0,184.0,0.02874615893563191,0.35937292568413737
0.0002,0.00003,0.01,0.01,0.0003811229886032927,0.0,0.0,0.0,184.0,0.0287470687607797,0.1456396078013425
0.0002,0.00003,0.01,0.01,0.00044648524179196963,0.0,0.0,0.0,184.0,0.028747989674454542,0.19251776570960005
0.0002,0.00003,0.01,0.01,0.0005230570632031177,0.0,0.0,0.0,184.0,0.02874840773993515,0.4200762468542389
0.0002,0.00003,0.01,0.01,0.0006127608838057483,0.0,0.0,0.0,184.0,0.028747906480392472,0.4643025250939939
0.0002,0.00003,0.01,0.01,0.0007178488297682993,0.0,0.0,0.0,184.0,0.028746635257431506,0.2710021544522396
0.0002,0.00003,0.01,0.01,0.0008409592648917754,0.0,0.0,0.0,184.0,0.02874556148583106,0.24500064391517276
0.0002,0.00003,0.01,0.01,0.0009851830300198214,0.0,0.0,0.0,184.0,0.028745811380464253,0.3910102759147891
0.0002,0.00003,0.01,0.01,0.0011541410424486395,0.0,0.0,0.0,184.0,0.028747083446199282,0.31017021436208325
0.0002,0.00003,0.01,0.01,0.0013520752035666229,0.0,0.0,0.0,184.0,0.028747196010565697,0.27035243590970265
0.0002,0.00003,0.01,0.01,0.0015839548970732295,0.0,0.0,0.0,184.0,0.02874527091129986,0.34297984899148415
0.0002,0.00003,0.01,0.01,0.001855601751547572,0.0,0.0,0.0,184.0,0.028744556272244204,0.26722523428337674
0.0002,0.00003,0.01,0.01,0.0021738357996864276,0.0,0.0,0.0,184.0,0.028746123749242306,0.3225587287811778
0.0002,0.00003,0.01,0.01,0.0025466467037214293,0.0,0.0,0.0,184.0,0.0287444758902246,0.2754207204847671
0.0002,0.00003,0.01,0.01,0.00298339434584283,0.0,0.0,0.0,184.0,0.028742470412438263,0.2984622262288318
0.0002,0.00003,0.01,0.01,0.003495043819702359,0.0,0.0,0.0,184.0,0.028743995562978197,0.26217555921361213
0.0002,0.00003,0.01,0.01,0.004094440722749557,0.0,0.0,0.0,184.0,0.028740277832973095,0.2432215305450803
0.0002,0.00003,0.01,0.01,0.004796633660958674,0.0,0.0,0.0,184.0,0.02874137300537855,0.2189965954038417
0.0002,0.00003,0.01,0.01,0.005619252062829079,0.0,0.0,0.0,184.0,0.028737454354803144,0.19049616917349413
0.0002,0.00003,0.01,0.01,0.006582948788150297,0.0,0.0,0.0,184.0,0.028738374421248252,0.14484338635453356
0.0002,0.00003,0.01,0.01,0.007711918643776204,0.0,0.0,0.0,184.0,0.028735342586305508,0.09242845447228934
0.0002,0.00003,0.01,0.01,0.009034505824392743,0.0,0.0,0.0,184.0,0.0287333682491067,0.08279370933546609
