stage,detuning_hz,intensity_prefactor,singlet,triplet_m,triplet_0,triplet_p
AP1,6950000.0,31.622776601683793,0.31528019535109086,0.30637221504901535,0.3588483808672219,0.30637218896204454
AP1,7300000.0,0.01,2.1862390951792876e-8,7.006838399941337e-8,1.2761564114927562e-7,7.006918933980136e-8
AP1,7300000.0,0.019573417814876606,1.4466747590244254e-7,2.5058536034793993e-7,2.917025380751981e-7,2.505863349357352e-7
AP1,7300000.0,0.03831186849557289,5.01257238790031e-7,6.920299419397561e-7,6.437979511943596e-7,6.920310368483712e-7
AP1,7300000.0,0.07498942093324558,1.366768009124509e-6,1.682238020054856e-6,1.3752968535628825e-6,1.6822403147643836e-6
AP1,7300000.0,0.14677992676220697,3.306266403989226e-6,3.801382901110878e-6,2.867158724870545e-6,3.8013852397427815e-6
AP1,7300000.0,0.28729848333536656,7.462717423229562e-6,8.198690712032515e-6,5.888928099349829e-6,8.198698393600559e-6
AP1,7300000.0,0.5623413251903491,0.00001607996791890128,0.00001707000616645891,0.000012061867140038917,0.000017070031740850634
AP1,7300000.0,1.1006941712522103,0.00003322932049714509,0.000034257643830950414,0.00002509088231963458,0.00003425772488256763
AP1,7300000.0,2.1544346900318843,0.00006491406407770733,0.0000652842808326272,0.00005413026534858613,0.00006528449088415526
AP1,7300000.0,4.216965034285822,0.00011842527072849577,0.0001185001392938928,0.00011854598000316831,0.00011850043494696184
AP1,7300000.0,8.25404185268019,0.0002343017669553644,0.00024102572341998704,0.00022697400310286704,0.00024102571093097193
AP1,7300000.0,16.155980984398745,0.0004875867224133651,0.0004873482545038114,0.00045224785647524513,0.00048734886844991444
AP1,7300000.0,31.622776601683793,0.000981716583361088,0.0009819474700633692,0.0008916029188882117,0.0009819482946044785
AP1,7650000.0,0.01,3.237379233584087e-7,2.983660607963611e-7,2.2764603568958666e-8,2.9836131614546355e-7
AP1,7650000.0,0.019573417814876606,3.1288198222890634e-7,2.847333095339453e-7,2.450230289877425e-8,2.8472929492586796e-7
AP1,7650000.0,0.03831186849557289,2.9704057089855274e-7,2.653780279900414e-7,2.8116604350308474e-8,2.653748012474111e-7
AP1,7650000.0,0.07498942093324558,2.7382323262910283e-7,2.379942517158505e-7,3.552989061882523e-8,2.3799223601263507e-7
AP1,7650000.0,0.14677992676220697,2.399375090841664e-7,1.9983745242515963e-7,5.0551923959688554e-8,1.9983657263630889e-7
AP1,7650000.0,0.28729848333536656,1.9167307431494281e-7,1.4903637529400214e-7,8.046736765498359e-8,1.4903651769542163e-7
AP1,7650000.0,0.5623413251903491,1.275069528669088e-7,8.980399072080601e-8,1.3794502182260563e-7,8.980458829377064e-8
AP1,7650000.0,1.1006941712522103,5.6191727726184083e-8,4.836772854213681e-8,2.39339013206485e-7,4.836894824740989e-8
AP1,7650000.0,2.1544346900318843,2.2042635224096192e-8,1.0535407382638426e-7,3.798640113055489e-7,1.0535332067619408e-7
AP1,7650000.0,4.216965034285822,1.861571800209296e-7,3.7734079121250985e-7,4.216325968150331e-7,3.7731977891371936e-7
AP1,7650000.0,8.25404185268019,4.5261585798106944e-7,5.338412509722919e-7,8.4966770127888e-8,5.338384130164352e-7
AP1,7650000.0,16.155980984398745,1.4283377080183097e-8,5.9008095877209557e-8,3.5274527445736295e-7,5.900252078548797e-8
AP1,7650000.0,31.622776601683793,2.474245451872142e-7,1.81438097197721e-7,6.409720904934389e-8,1.8144683744775145e-7
AP1,8000000.0,0.01,4.5094632803776145e-6,4.037124753559881e-6,7.036403424616508e-7,4.037313113977886e-6
AP1,8000000.0,0.019573417814876606,4.80797190990443e-6,3.875823535491654e-6,6.289728039538865e-7,3.876119084076663e-6
AP1,8000000.0,0.03831186849557289,5.238169458030376e-6,3.606436671533993e-6,5.762453896708061e-7,3.606866670590696e-6
AP1,8000000.0,0.07498942093324558,5.8365206662829125e-6,3.157084124320359e-6,6.064515715823587e-7,3.1576631771814417e-6
AP1,8000000.0,0.14677992676220697,6.58425140545764e-6,2.4352353262838073e-6,8.448880879767104e-7,2.4359294810801856e-6
AP1,8000000.0,0.28729848333536656,7.2339628603215905e-6,1.4138888381502754e-6,1.4829646216730046e-6,1.414542408947046e-6
AP1,8000000.0,0.5623413251903491,6.9336971813040925e-6,4.7502659167959153e-7,2.5572755094283666e-6,4.7532413352884026e-7
AP1,8000000.0,1.1006941712522103,4.316464472824626e-6,9.9762013515326e-7,3.0465375940207017e-6,9.9753365481008e-7
AP1,8000000.0,2.1544346900318843,1.7933507901204808e-6,3.3027608994557665e-6,9.258913204264389e-7,3.3038859168359546e-6
AP1,8000000.0,4.216965034285822,5.573929784586465e-6,8.970199518737582e-7,2.6112531677012064e-6,8.980348395884142e-7
AP1,8000000.0,8.25404185268019,3.6637377682104127e-6,4.626561491190964e-6,9.109382753226735e-7,4.626588249619453e-6
AP1,8000000.0,16.155980984398745,5.012314555255863e-6,2.9411122241070065e-6,4.950732458730536e-7,2.9433177483495746e-6
AP1,8000000.0,31.622776601683793,2.712123906361612e-6,4.54650080560604e-6,1.2259985139493905e-6,4.548141517795973e-6
AP2_end_to_end,-2500000.0,0.01,2.4608814783584547e-8,2.015877070032065e-9,7.624811098716745e-9,2.0144998120234093e-9
AP2_end_to_end,-2500000.0,0.019573417814876606,2.26405982975724e-8,1.8838390786515393e-9,7.002169372404757e-9,1.8825488141528253e-9
AP2_end_to_end,-2500000.0,0.03831186849557289,2.0024179740860122e-8,1.706897120089842e-9,6.175534175064367e-9,1.7056828743233292e-9
AP2_end_to_end,-2500000.0,0.07498942093324558,1.6632682676215977e-8,1.474459089674614e-9,5.106088115360757e-9,1.4733862500647642e-9
AP2_end_to_end,-2500000.0,0.14677992676220697,1.2414883486620213e-8,1.1789035305911202e-9,3.780454989102841e-9,1.1780302708818114e-9
AP2_end_to_end,-2500000.0,0.28729848333536656,7.546818181716838e-9,8.234862730545004e-10,2.259942061614616e-9,8.228274833558094e-10
AP2_end_to_end,-2500000.0,0.5623413251903491,2.760835992215067e-9,4.397398826211936e-10,7.874619358589181e-10,4.3934974018268306e-10
AP2_end_to_end,-2500000.0,1.1006941712522103,3.402761811519479e-11,1.2491874369757423e-10,1.0045173465114759e-11,1.2481571528743464e-10
AP2_end_to_end,-2500000.0,2.1544346900318843,3.99624752224773e-9,1.1868935815556526e-10,1.4334464397589458e-9,1.1878151028452917e-10
AP2_end_to_end,-2500000.0,4.216965034285822,2.475559562195854e-8,9.58878640683173e-10,8.330775858832003e-9,9.588251339899023e-10
AP2_end_to_end,-2500000.0,8.25404185268019,8.345408687628361e-8,3.795168678368448e-9,2.7525735297470622e-8,3.7941957068833225e-9
AP2_end_to_end,-2500000.0,16.155980984398745,2.2284720246296502e-7,1.1004664565393715e-8,7.275861065909616e-8,1.1000987211822479e-8
AP2_end_to_end,-2500000.0,31.622776601683793,5.261277327527904e-7,2.7546177465360994e-8,1.7067608983919299e-7,2.753646957393912e-8
AP2_end_to_end,-2412500.0,0.01,2.6350945926047027e-8,1.653215572046819e-9,8.762352068541639e-9,1.6522880604008723e-9
AP2_end_to_end,-2412500.0,0.019573417814876606,2.4774039725251142e-8,1.5095287223044726e-9,8.129623526415544e-9,1.508705348676415e-9
AP2_end_to_end,-2412500.0,0.03831186849557289,2.2649452617003176e-8,1.3195646680830839e-9,7.2845138643785035e-9,1.3188145280078946e-9
AP2_end_to_end,-2412500.0,0.07498942093324558,1.9836749450830835e-8,1.0753076855825161e-9,6.180985329884305e-9,1.0746805280380774e-9
AP2_end_to_end,-2412500.0,0.14677992676220697,1.6214367628451135e-8,7.757354075172535e-10,4.791720475936713e-9,7.753020383523062e-10
AP2_end_to_end,-2412500.0,0.28729848333536656,1.1758862931421938e-8,4.391233127497713e-10,3.151891952854047e-9,4.3884686024687755e-10
AP2_end_to_end,-2412500.0,0.5623413251903491,6.7246497303946935e-9,1.2947087411898876e-10,1.4550789624546304e-9,1.2935687274186757e-10
AP2_end_to_end,-2412500.0,1.1006941712522103,2.0303828305263546e-9,1.1498248476573954e-11,2.563583846896347e-10,1.1470111390169343e-11
AP2_end_to_end,-2412500.0,2.1544346900318843,6.210450183828857e-11,4.6207812705305364e-10,8.902570237855582e-10,4.6188584758426195e-10
AP2_end_to_end,-2412500.0,4.216965034285822,6.3050176292918236e-9,2.2922448406451835e-9,6.308848772019267e-9,2.291403579523882e-9
AP2_end_to_end,-2412500.0,8.25404185268019,3.259139187998878e-8,7.18041545096378e-9,2.27049141744009e-8,7.17741113426191e-9
AP2_end_to_end,-2412500.0,16.155980984398745,1.0341357702871769e-7,1.8559134020892383e-8,6.24480390910213e-8,1.8550792083512983e-8
AP2_end_to_end,-2412500.0,31.622776601683793,2.678863064490754e-7,4.329809272714302e-8,1.4857102372682875e-7,4.327936980573614e-8
AP2_end_to_end,-2325000.0,0.01,2.3946040922477822e-8,1.9711961742713875e-9,8.181322485984317e-9,1.969848591964932e-9
AP2_end_to_end,-2325000.0,0.019573417814876606,2.1939727160519333e-8,1.8342582614048312e-9,7.706914835094334e-9,1.8329755709606831e-9
AP2_end_to_end,-2325000.0,0.03831186849557289,1.927988507963337e-8,1.6508637350241611e-9,7.06743964695787e-9,1.6497438622114773e-9
AP2_end_to_end,-2325000.0,0.07498942093324558,1.5846736038632764e-8,1.4105292107200896e-9,6.22015395429835e-9,1.4095638535905708e-9
AP2_end_to_end,-2325000.0,0.14677992676220697,1.1608499947518953e-8,1.106133732447436e-9,5.1278406368137056e-9,1.1053936427860325e-9
AP2_end_to_end,-2325000.0,0.28729848333536656,6.786874636147216e-9,7.429799861179685e-10,3.782695500474978e-9,7.424745235870383e-10
AP2_end_to_end,-2325000.0,0.5623413251903491,2.2147108118318343e-9,3.5859087245480183e-10,2.260480519890583e-9,3.583560478143225e-10
AP2_end_to_end,-2325000.0,1.1006941712522103,8.238021818189748e-11,6.500104484694872e-11,8.386695617527359e-10,6.49687201376571e-11
AP2_end_to_end,-2325000.0,2.1544346900318843,5.458895776310373e-9,1.366029165059282e-10,2.4163609271407255e-10,1.3649936762494705e-10
AP2_end_to_end,-2325000.0,4.216965034285822,2.9326174484230548e-8,1.1868357446646337e-9,2.1358594370661716e-9,1.1859780094779242e-9
AP2_end_to_end,-2325000.0,8.25404185268019,9.446741246702212e-8,4.496951502385448e-9,1.0081606175180582e-8,4.4939647956653196e-9
AP2_end_to_end,-2325000.0,16.155980984398745,2.463036335030387e-7,1.2634818984569992e-8,3.1240149367779904e-8,1.2625511548223114e-8
AP2_end_to_end,-2325000.0,31.622776601683793,5.706090843184184e-7,3.0284962721597265e-8,7.890468139761635e-8,3.026418444206065e-8
AP2_end_to_end,-2237500.0,0.01,2.9524689416017236e-8,1.688660664609255e-9,9.31373789006712e-9,1.6876732548951701e-9
AP2_end_to_end,-2237500.0,0.019573417814876606,2.7991599188844786e-8,1.5845556966965844e-9,8.762589048612334e-9,1.5836487027253502e-9
AP2_end_to_end,-2237500.0,0.03831186849557289,2.5920291333770805e-8,1.4449118915190538e-9,8.021686846913828e-9,1.4440582405514117e-9
AP2_end_to_end,-2237500.0,0.07498942093324558,2.316583550786516e-8,1.2613068061529016e-9,7.043877511858741e-9,1.2605172416947924e-9
AP2_end_to_end,-2237500.0,0.14677992676220697,1.9591944966624903e-8,1.0273014704996087e-9,5.790523013939748e-9,1.0266233580499538e-9
AP2_end_to_end,-2237500.0,0.28729848333536656,1.51366978413293e-8,7.4445908253291e-10,4.260416793970213e-9,7.43932215722485e-10
AP2_end_to_end,-2237500.0,0.5623413251903491,9.963096895340782e-9,4.3528832251040017e-10,2.554569529898099e-9,4.349213679433989e-10
AP2_end_to_end,-2237500.0,1.1006941712522103,4.783627779314983e-9,1.7072984490338047e-10,1.0130559547571153e-9,1.705419683604114e-10
AP2_end_to_end,-2237500.0,2.1544346900318843,1.5364584150595216e-9,1.2669356979045267e-10,4.970974688971937e-10,1.2666106632023283e-10
AP2_end_to_end,-2237500.0,4.216965034285822,4.7809043573816945e-9,7.00592522947223e-10,2.96224956263742e-9,7.005117119175076e-10
AP2_end_to_end,-2237500.0,8.25404185268019,2.46168483204516e-8,2.7542443508749324e-9,1.2628168499430732e-8,2.7538618109224386e-9
AP2_end_to_end,-2237500.0,16.155980984398745,8.30872495742359e-8,8.112114853282638e-9,3.843439606968899e-8,8.110219801294192e-9
AP2_end_to_end,-2237500.0,31.622776601683793,2.2963777560290816e-7,2.094123788522832e-8,9.955209844136919e-8,2.0935757916785996e-8
AP2_end_to_end,-2150000.0,0.01,2.579298415555584e-8,1.9750075735619976e-9,6.945790025168418e-9,1.973549426092047e-9
AP2_end_to_end,-2150000.0,0.019573417814876606,2.4074221350503536e-8,1.79571116429798e-9,6.268352429497362e-9,1.7943300043568868e-9
AP2_end_to_end,-2150000.0,0.03831186849557289,2.178689815706313e-8,1.5590675454776745e-9,5.378814541510317e-9,1.5578906894565676e-9
AP2_end_to_end,-2150000.0,0.07498942093324558,1.8817164409882573e-8,1.2561155010036058e-9,4.2485120096571166e-9,1.2551138768952948e-9
AP2_end_to_end,-2150000.0,0.14677992676220697,1.5115676967997994e-8,8.871958472280441e-10,2.890831859150289e-9,8.864697355860011e-10
AP2_end_to_end,-2150000.0,0.28729848333536656,1.0830110561961327e-8,4.789415827104977e-10,1.4296340726027547e-9,4.784963588082733e-10
AP2_end_to_end,-2150000.0,0.5623413251903491,6.596201299881466e-9,1.1953814973122564e-10,2.4402047137726247e-10,1.193794816509902e-10
AP2_end_to_end,-2150000.0,1.1006941712522103,4.150665377855682e-9,3.23619041927774e-11,2.6730021879595336e-10,3.2370539297451855e-11
AP2_end_to_end,-2150000.0,2.1544346900318843,7.585326933390368e-9,7.258920806984122e-10,3.5911249943830857e-9,7.256542521711748e-10
AP2_end_to_end,-2150000.0,4.216965034285822,2.5828370513022144e-8,3.2943493573316423e-9,1.4664405173349028e-8,3.2927532199411094e-9
AP2_end_to_end,-2150000.0,8.25404185268019,7.720636638791008e-8,1.00134056201588e-8,4.261791742247253e-8,1.0008170775281649e-8
AP2_end_to_end,-2150000.0,16.155980984398745,1.9681043716700932e-7,2.536656233846416e-8,1.0559267984034087e-7,2.5352597330989072e-8
AP2_end_to_end,-2150000.0,31.622776601683793,4.4294822988156083e-7,5.7975902571734935e-8,2.3806615082917138e-7,5.7942584484646594e-8
AP2_end_to_end,-2062500.0,0.01,2.797136391430397e-8,1.677459729343932e-9,7.887859985132678e-9,1.6764133812432036e-9
AP2_end_to_end,-2062500.0,0.019573417814876606,2.574068618344541e-8,1.613766991267209e-9,7.468990839902769e-9,1.6127743893849374e-9
AP2_end_to_end,-2062500.0,0.03831186849557289,2.2799011930248582e-8,1.5267658197846167e-9,6.9095899297290866e-9,1.5258030661966675e-9
AP2_end_to_end,-2062500.0,0.07498942093324558,1.9033529427985336e-8,1.4091096508679432e-9,6.179512984907786e-9,1.4082464836816206e-9
AP2_end_to_end,-2062500.0,0.14677992676220697,1.444951419053465e-8,1.2525825448765837e-9,5.26186489951931e-9,1.2518054296780766e-9
AP2_end_to_end,-2062500.0,0.28729848333536656,9.371832540046221e-9,1.0495377154625006e-9,4.18332032235261e-9,1.0488913829811813e-9
AP2_end_to_end,-2062500.0,0.5623413251903491,4.873482593844633e-9,7.971308807586298e-10,3.0815255338212e-9,7.966269262041767e-10
AP2_end_to_end,-2062500.0,1.1006941712522103,3.6587300962339197e-9,5.067208424233562e-10,2.34816301509759e-9,5.064089454782634e-10
AP2_end_to_end,-2062500.0,2.1544346900318843,1.185045262686873e-8,2.248217964459228e-10,2.9215744982143314e-9,2.246412119101922e-10
AP2_end_to_end,-2062500.0,4.216965034285822,4.2571381327778884e-8,7.51083246881717e-11,6.852670656314143e-9,7.492121187444246e-11
AP2_end_to_end,-2062500.0,8.25404185268019,1.2312635562245426e-7,3.3872415283395317e-10,1.8274487281295273e-8,3.381497323992629e-10
AP2_end_to_end,-2062500.0,16.155980984398745,3.0956877754217266e-7,1.5611104083534866e-9,4.458568763188376e-8,1.5591023442279788e-9
AP2_end_to_end,-2062500.0,31.622776601683793,7.165311168216662e-7,4.64952245254916e-9,9.559133222404716e-8,4.644793507923697e-9
AP2_end_to_end,-1975000.0,0.01,2.993669349531808e-8,2.2826801063734087e-9,9.207710951083145e-9,2.2812192314808946e-9
AP2_end_to_end,-1975000.0,0.019573417814876606,2.9235673979874252e-8,2.0755652856599397e-9,8.88052878537103e-9,2.0741842335827893e-9
AP2_end_to_end,-1975000.0,0.03831186849557289,2.826935183259306e-8,1.805461918114267e-9,8.442169394190386e-9,1.8042562189077868e-9
AP2_end_to_end,-1975000.0,0.07498942093324558,2.6946052810041876e-8,1.4661662556291007e-9,7.866700406599119e-9,1.4651475654347372e-9
AP2_end_to_end,-1975000.0,0.14677992676220697,2.5151419139994534e-8,1.0670018702888097e-9,7.135090943718418e-9,1.066189853616368e-9
AP2_end_to_end,-1975000.0,0.28729848333536656,2.27536973033791e-8,6.563740691985704e-10,6.253977428965949e-9,6.55790445147736e-10
AP2_end_to_end,-1975000.0,0.5623413251903491,1.9625069133636207e-8,3.710408580721159e-10,5.296456642064861e-9,3.7074003451769823e-10
AP2_end_to_end,-1975000.0,1.1006941712522103,1.5700398326497065e-8,5.364250700211854e-10,4.48725341944501e-9,5.362382137211071e-10
AP2_end_to_end,-1975000.0,2.1544346900318843,1.1112829889662997e-8,1.8659853383842863e-9,4.374101381310917e-9,1.8655036952119152e-9
AP2_end_to_end,-1975000.0,4.216965034285822,6.468014308646125e-9,5.8503523952909726e-9,6.1752824414985435e-9,5.8482272046827225e-9
AP2_end_to_end,-1975000.0,8.25404185268019,3.28392773825359e-9,1.551385049401605e-8,1.2493897829617905e-8,1.5507559493439693e-8
AP2_end_to_end,-1975000.0,16.155980984398745,4.3159389318711225e-9,3.653020799907575e-8,2.888777025293534e-8,3.6514827088340746e-8
AP2_end_to_end,-1975000.0,31.622776601683793,1.2387563084182063e-8,7.893901153460102e-8,6.76309077969718e-8,7.890604402479508e-8
AP2_end_to_end,-1887500.0,0.01,2.5226371025436118e-8,1.8487130283942462e-9,6.71352611647457e-9,1.8473445849173355e-9
AP2_end_to_end,-1887500.0,0.019573417814876606,2.246785849917881e-8,1.769075972278188e-9,5.8271660990950915e-9,1.7677805629487583e-9
AP2_end_to_end,-1887500.0,0.03831186849557289,1.890994178521561e-8,1.6639387380270439e-9,4.694641375934699e-9,1.6627716666969494e-9
AP2_end_to_end,-1887500.0,0.07498942093324558,1.452368373252633e-8,1.5292999925410197e-9,3.320882960203116e-9,1.5282323551279564e-9
AP2_end_to_end,-1887500.0,0.14677992676220697,9.548135350621108e-9,1.3655326873133169e-9,1.8114004857320048e-9,1.364617164086782e-9
AP2_end_to_end,-1887500.0,0.28729848333536656,4.868058725306112e-9,1.1853282240324898e-9,5.07183629203449e-10,1.1845602558245205e-9
AP2_end_to_end,-1887500.0,0.5623413251903491,2.803048599374871e-9,1.0307550434661077e-9,2.637304822927476e-10,1.0301003010754492e-9
AP2_end_to_end,-1887500.0,1.1006941712522103,8.719777041983697e-9,1.0092165740126269e-9,3.0170323594057154e-9,1.0085111862015157e-9
AP2_end_to_end,-1887500.0,2.1544346900318843,3.4254442338458304e-8,1.3666671098010374e-9,1.291407938647575e-8,1.3655771152601266e-9
AP2_end_to_end,-1887500.0,4.216965034285822,1.035352994546534e-7,2.625312512934225e-9,3.8533190528239186e-8,2.6230410847607982e-9
AP2_end_to_end,-1887500.0,8.25404185268019,2.644821681529007e-7,5.793687191233476e-9,9.720521616172375e-8,5.788741334327392e-9
AP2_end_to_end,-1887500.0,16.155980984398745,6.065667946529645e-7,1.2560000724587513e-8,2.2291911006810903e-7,1.254926626871365e-8
AP2_end_to_end,-1887500.0,31.622776601683793,1.2762299318721627e-6,2.4784687216197007e-8,4.797763866968128e-7,2.4760091416227296e-8
AP2_end_to_end,-1800000.0,0.01,2.5098570264708318e-8,2.475640873653217e-9,9.422418793489808e-9,2.474696689304267e-9
AP2_end_to_end,-1800000.0,0.019573417814876606,2.283230224601589e-8,2.2565799238882586e-9,9.145741994467356e-9,2.2556527821933796e-9
AP2_end_to_end,-1800000.0,0.03831186849557289,1.9969912842297396e-8,1.97609327364331e-9,8.795813073499935e-9,1.975288098478263e-9
AP2_end_to_end,-1800000.0,0.07498942093324558,1.6567230663082414e-8,1.6344821842792592e-9,8.379563498836687e-9,1.6338244675048557e-9
AP2_end_to_end,-1800000.0,0.14677992676220697,1.2981152471454407e-8,1.2558256196362377e-9,7.941987887135697e-9,1.2552886593919192e-9
AP2_end_to_end,-1800000.0,0.28729848333536656,1.0253613639740645e-8,9.19444921990091e-10,7.616360224693322e-9,9.190364115325593e-10
AP2_end_to_end,-1800000.0,0.5623413251903491,1.0897383677211811e-8,8.256068753132495e-10,7.72858652148823e-9,8.252459096511194e-10
AP2_end_to_end,-1800000.0,1.1006941712522103,2.0482837287403914e-8,1.4272299957980995e-9,9.007617890250536e-9,1.4266715983008282e-9
AP2_end_to_end,-1800000.0,2.1544346900318843,5.082794592374435e-8,3.6960564742049788e-9,1.2992505992152831e-8,3.69459866889705e-9
AP2_end_to_end,-1800000.0,4.216965034285822,1.2644693158613487e-7,9.668571463585922e-9,2.2747954843985913e-8,9.664304897791358e-9
AP2_end_to_end,-1800000.0,8.25404185268019,2.980283187999225e-7,2.3574066882190417e-8,4.38318782447303e-8,2.3564519079587006e-8
AP2_end_to_end,-1800000.0,16.155980984398745,6.719694377112066e-7,5.429943730790163e-8,8.475157123839501e-8,5.428079781065605e-8
AP2_end_to_end,-1800000.0,31.622776601683793,1.479293901276778e-6,1.2027420864468696e-7,1.5356591369620183e-7,1.2022230347887663e-7
AP2_end_to_end,-1712500.0,0.01,2.7604450023664706e-8,2.6274503886590297e-9,8.074694121367881e-9,2.6263299568092093e-9
AP2_end_to_end,-1712500.0,0.019573417814876606,2.808900142765993e-8,2.5395034393111225e-9,7.54594443136514e-9,2.5384409191137187e-9
AP2_end_to_end,-1712500.0,0.03831186849557289,2.8775042803563105e-8,2.4382442314774803e-9,6.902006167597544e-9,2.437259296099787e-9
AP2_end_to_end,-1712500.0,0.07498942093324558,2.9750769877552092e-8,2.339453888242028e-9,6.188983566892815e-9,2.338508790938662e-9
AP2_end_to_end,-1712500.0,0.14677992676220697,3.1147700589571015e-8,2.2857746981043563e-9,5.559190899628042e-9,2.284856360339397e-9
AP2_end_to_end,-1712500.0,0.28729848333536656,3.3165244645916764e-8,2.377735916765256e-9,5.400898433482566e-9,2.3766279977522617e-9
AP2_end_to_end,-1712500.0,0.5623413251903491,3.6113962346441256e-8,2.8371374881449534e-9,6.608915284579388e-9,2.8354305584812716e-9
AP2_end_to_end,-1712500.0,1.1006941712522103,4.0490558813642114e-8,4.136063589318016e-9,1.1161430747134134e-8,4.132935651919603e-9
AP2_end_to_end,-1712500.0,2.1544346900318843,4.7107835510220094e-8,7.2519998628164424e-9,2.3357169258372005e-8,7.245918763787625e-9
AP2_end_to_end,-1712500.0,4.216965034285822,5.73252353822702e-8,1.4132516608036337e-8,5.219438382502584e-8,1.4120584452418001e-8
AP2_end_to_end,-1712500.0,8.25404185268019,7.315018006161001e-8,2.8274665121034936e-8,1.121327255517003e-7,2.825294516034664e-8
AP2_end_to_end,-1712500.0,16.155980984398745,9.543261534191845e-8,5.1930296952519404e-8,1.9785409399933012e-7,5.190746504390565e-8
AP2_end_to_end,-1712500.0,31.622776601683793,1.3861611164516902e-7,8.861731748207111e-8,4.485427618692195e-7,8.852300711321423e-8
AP2_end_to_end,-1625000.0,0.01,2.0264217198293627e-8,1.2966908590400144e-9,6.829055796064489e-9,1.2951391027007297e-9
AP2_end_to_end,-1625000.0,0.019573417814876606,1.838450211621842e-8,1.0693407336730588e-9,5.497605736123143e-9,1.0678988456076586e-9
AP2_end_to_end,-1625000.0,0.03831186849557289,1.632469803804509e-8,8.294069609547381e-10,3.9225836945021096e-9,8.281041569061335e-10
AP2_end_to_end,-1625000.0,0.07498942093324558,1.4562851908831813e-8,6.466027154403278e-10,2.2831982486542934e-9,6.453821159792194e-10
AP2_end_to_end,-1625000.0,0.14677992676220697,1.4299247667818433e-8,6.899409027425274e-10,1.0939393973857299e-9,6.886396302662361e-10
AP2_end_to_end,-1625000.0,0.28729848333536656,1.8254478906317395e-8,1.3362084408121567e-9,1.5840831627250166e-9,1.3344300908527642e-9
AP2_end_to_end,-1625000.0,0.5623413251903491,3.225604664479435e-8,3.388820026757888e-9,6.4352032999835686e-9,3.385779976775338e-9
AP2_end_to_end,-1625000.0,1.1006941712522103,6.829067563133366e-8,8.517765361629773e-9,2.1119535140254207e-8,8.511969798588629e-9
AP2_end_to_end,-1625000.0,2.1544346900318843,1.500281753792018e-7,2.0113179536218754e-8,5.5973386679356864e-8,2.0103144945698995e-8
AP2_end_to_end,-1625000.0,4.216965034285822,3.2158986597556146e-7,4.468868269421219e-8,1.2807088882548337e-7,4.467544886714781e-8
AP2_end_to_end,-1625000.0,8.25404185268019,6.582342197581524e-7,9.313625977019453e-8,2.622926900439062e-7,9.311565453623635e-8
AP2_end_to_end,-1625000.0,16.155980984398745,1.2461346188576715e-6,1.74312974675016e-7,5.595190310864271e-7,1.743019566200691e-7
AP2_end_to_end,-1625000.0,31.622776601683793,2.04265768724394e-6,3.942327122056693e-7,1.2220771262104374e-6,3.939456638705575e-7
AP2_end_to_end,-1537500.0,0.01,2.1549649109451975e-8,1.5664374828885384e-9,7.786652583472537e-9,1.5734780230634869e-9
AP2_end_to_end,-1537500.0,0.019573417814876606,1.6983686277212533e-8,1.6524264303025391e-9,7.1077212519412965e-9,1.6609165706299281e-9
AP2_end_to_end,-1537500.0,0.03831186849557289,1.2301396748154805e-8,1.775028650621765e-9,6.397578656093371e-9,1.785722300615435e-9
AP2_end_to_end,-1537500.0,0.07498942093324558,9.098660039410914e-9,1.9494321991097277e-9,5.871980628571361e-9,1.9634405447741307e-9
AP2_end_to_end,-1537500.0,0.14677992676220697,1.1186398051251948e-8,2.1938652334376936e-9,6.050787635709676e-9,2.2129649895121432e-9
AP2_end_to_end,-1537500.0,0.28729848333536656,2.6968895079977335e-8,2.519987114214732e-9,8.091287387157874e-9,2.5470692490214037e-9
AP2_end_to_end,-1537500.0,0.5623413251903491,7.409035398015231e-8,2.893795181301826e-9,1.4480481530940372e-8,2.9329572286734426e-9
AP2_end_to_end,-1537500.0,1.1006941712522103,1.881011316277281e-7,3.1181858329094885e-9,3.053940328719546e-8,3.1722366525050507e-9
AP2_end_to_end,-1537500.0,2.1544346900318843,4.3703652061040347e-7,2.7718769274237037e-9,6.808283584021968e-8,2.821743130964846e-9
AP2_end_to_end,-1537500.0,4.216965034285822,9.397660611389255e-7,4.452832543577198e-9,1.560420298848679e-7,4.363321289544056e-9
AP2_end_to_end,-1537500.0,8.25404185268019,1.8671695427311927e-6,3.5415739203740194e-8,3.7116531272017017e-7,3.509150653831801e-8
AP2_end_to_end,-1537500.0,16.155980984398745,3.3603813844661712e-6,2.3360523461920534e-8,8.075418256121528e-7,2.3769316334742147e-8
AP2_end_to_end,-1537500.0,31.622776601683793,4.996402938825201e-6,2.8442479863776385e-8,1.3044408128669666e-6,2.8173275961854558e-8
AP2_end_to_end,-1450000.0,0.01,7.754949493138839e-10,2.6061643258892772e-9,1.9020001319942822e-9,2.584993853674345e-9
AP2_end_to_end,-1450000.0,0.019573417814876606,7.676229663432762e-10,2.7140442450522378e-9,1.3496601031149493e-9,2.6920250307917593e-9
AP2_end_to_end,-1450000.0,0.03831186849557289,8.562562500099423e-10,2.973500977079933e-9,8.485505411940269e-10,2.9510582431237346e-9
AP2_end_to_end,-1450000.0,0.07498942093324558,1.1751591999199056e-9,3.5474986498012467e-9,6.801005080338992e-10,3.5260939176822807e-9
