stage,detuning_hz,intensity_prefactor,singlet,triplet_m,triplet_0,triplet_p
AP1,300000.0,0.07498942093324558,0.13303417721914862,0.1329978223017387,0.13300505093422055,0.13299779862991506
AP1,300000.0,0.14677992676220697,0.24360102056643013,0.2435284316506916,0.24360666514341076,0.24352838922372083
AP1,300000.0,0.28729848333536656,0.4206834283113211,0.42056712564512594,0.42078259736015644,0.42056705315707604
AP1,300000.0,0.5623413251903491,0.65592105783229,0.6557812320842975,0.6561756817937053,0.65578111782528
AP1,300000.0,1.1006941712522103,0.8753518484066125,0.8752441685847452,0.8757258714904051,0.8752440078770334
AP1,300000.0,2.1544346900318843,0.9825190332699822,0.9824461296063558,0.9827693925063533,0.9824459509337299
AP1,300000.0,4.216965034285822,0.9995580369104359,0.9994415884531769,0.9995624069492012,0.9994414063072158
AP1,300000.0,8.25404185268019,0.9999986254623447,0.9998856956920487,0.9999993926902583,0.9998855030358454
AP1,300000.0,16.155980984398745,0.9999994647809965,0.9998858375408745,0.9999993788925209,0.9998856438459486
AP1,300000.0,31.622776601683793,0.9999986646624593,0.9998853811729873,0.9999989722719529,0.9998852174047076
AP1,650000.0,0.01,0.016968549578236333,0.016995853677152756,0.01713194332114233,0.016995852206664518
AP1,650000.0,0.019573417814876606,0.0329698447077331,0.03300714044715339,0.03319943531835461,0.033007136574982075
AP1,650000.0,0.03831186849557289,0.06354502177570566,0.0635943979284652,0.06386419183084212,0.06359438895236227
AP1,650000.0,0.07498942093324558,0.12061639117671166,0.12067790411480757,0.12104999591876177,0.12067788528771882
AP1,650000.0,0.14677992676220697,0.22241119216163838,0.22247943029572384,0.2229749276279223,0.22247939306658165
AP1,650000.0,0.28729848333536656,0.388666244870994,0.38872666044751564,0.38934341460688443,0.38872659202608195
AP1,650000.0,0.5623413251903491,0.6178717348904658,0.6179026721022808,0.6185762998708594,0.6179025587061182
AP1,650000.0,1.1006941712522103,0.847095656364918,0.8470751000422049,0.8476418329048786,0.8470749434596028
AP1,650000.0,2.1544346900318843,0.9741488174490492,0.9740506124707834,0.9743205287564448,0.9740504535775111
AP1,650000.0,4.216965034285822,0.9991834885447888,0.9990584923955133,0.9991416781615162,0.9990583031176011
AP1,650000.0,8.25404185268019,0.9999970950501362,0.9998836177214593,0.9999977061948426,0.9998834356207595
AP1,650000.0,16.155980984398745,0.9999991321452628,0.9998856224191992,0.999998901100548,0.9998854416489089
AP1,650000.0,31.622776601683793,0.9999986795500362,0.9998857350107474,0.9999986596710758,0.9998855636231488
AP1,1000000.0,0.01,0.015340203851559405,0.015370758993228739,0.015511146099384249,0.015370757474624819
AP1,1000000.0,0.019573417814876606,0.029845990786154835,0.029889069810807346,0.03008080683281283,0.029889065962673832
AP1,1000000.0,0.03831186849557289,0.057636424741775244,0.05769603441440876,0.05795402044619989,0.05769602584340505
AP1,1000000.0,0.07498942093324558,0.10976119316166805,0.10984032698019063,0.11017974668983534,0.10984030892484588
AP1,1000000.0,0.14677992676220697,0.20359053084908676,0.20368720593739026,0.20412062364200678,0.20368717077293666
AP1,1000000.0,0.28729848333536656,0.35954909029891513,0.3596498055483299,0.3601854001476283,0.35964974122884835
AP1,1000000.0,0.5623413251903491,0.5818291713978336,0.5819051183380263,0.5825446301028945,0.5819050096695371
AP1,1000000.0,1.1006941712522103,0.818212486856928,0.818226100999318,0.8189260621046772,0.8182259437487351
AP1,1000000.0,2.1544346900318843,0.9641792329490837,0.9640929769168375,0.9646133782914096,0.9640928146794475
AP1,1000000.0,4.216965034285822,0.9985017093112794,0.998369146673314,0.9984791216735761,0.9983689579299042
AP1,1000000.0,8.25404185268019,0.9999945501411135,0.999882623918513,0.999998229858883,0.9998824318371825
AP1,1000000.0,16.155980984398745,0.9999986866374511,0.9998856849969151,0.999998229222064,0.9998854943132534
AP1,1000000.0,31.622776601683793,0.9999976449836138,0.9998842972224787,0.9999974653191043,0.999884125605848
AP1,1350000.0,0.01,0.013854024890898905,0.013081067780168282,0.013289874552582995,0.013081069924067943
AP1,1350000.0,0.019573417814876606,0.026620128770338366,0.02557104382839166,0.025869241927828388,0.025571032597336778
AP1,1350000.0,0.03831186849557289,0.05101269850430755,0.04961042755462202,0.050029612793757464,0.049610385020901586
AP1,1350000.0,0.07498942093324558,0.09685251095307451,0.09502164013544938,0.09558048529749327,0.09502153413475473
AP1,1350000.0,0.14677992676220697,0.18010255953153975,0.17779731999101134,0.17842395436963232,0.17779710204372468
AP1,1350000.0,0.28729848333536656,0.32134651332719977,0.3186107692239752,0.31893382243163587,0.31861041084925895
AP1,1350000.0,0.5623413251903491,0.5309911771884928,0.5280451437136645,0.5273824304076907,0.5280447259625791
AP1,1350000.0,1.1006941712522103,0.7715679147585819,0.7686323060298172,0.7681322623705795,0.7686317478688895
AP1,1350000.0,2.1544346900318843,0.9440845728399297,0.9420373404465845,0.9424985756521762,0.9420369998917885
AP1,1350000.0,4.216965034285822,0.9959191444958649,0.9959737641834974,0.9963068646839529,0.9959733661368032
AP1,1350000.0,8.25404185268019,0.9999871977625849,0.9998859428286685,0.9999706672784503,0.9998853862969356
AP1,1350000.0,16.155980984398745,0.9999831113183505,0.999894357142922,0.9999966191203663,0.9998944900505261
AP1,1350000.0,31.622776601683793,0.999979422556343,0.999894722597738,0.9999894521140191,0.9998940545247915
AP1,1700000.0,0.01,0.011706395850832768,0.011755116601031358,0.011974001004095547,0.011755132940275534
AP1,1700000.0,0.019573417814876606,0.022684189914740253,0.02270164218383079,0.02302340986020589,0.02270166375717862
AP1,1700000.0,0.03831186849557289,0.043777187131972636,0.043709661782813804,0.04418930534969313,0.04370968717807986
AP1,1700000.0,0.07498942093324558,0.08368899231695512,0.0834439186671819,0.08415700001254317,0.08344393987583885
AP1,1700000.0,0.14677992676220697,0.1569344398552147,0.15641339713830343,0.15741640049564762,0.1564133895804931
AP1,1700000.0,0.28729848333536656,0.28351953724786394,0.28285226155351695,0.28398260770792333,0.2828521845372628
AP1,1700000.0,0.5623413251903491,0.4782793285784948,0.47840650234107196,0.4788955928319023,0.47840640572281334
AP1,1700000.0,1.1006941712522103,0.7189195062400845,0.7204723426542322,0.720357062491815,0.7204726638136435
AP1,1700000.0,2.1544346900318843,0.9163631962055931,0.9167206633594361,0.9182270026065024,0.916720906557673
AP1,1700000.0,4.216965034285822,0.991772464159894,0.991823063978609,0.9924583788253394,0.9918225534849823
AP1,1700000.0,8.25404185268019,0.9999334983137722,0.9997860363468417,0.9998390901007117,0.9997854945970654
AP1,1700000.0,16.155980984398745,0.9999929367653863,0.9998846555564549,0.9999892556452379,0.9998841369274699
AP1,1700000.0,31.622776601683793,0.9999896972031461,0.9998829330125693,0.9999869042848236,0.9998823653602401
AP1,2050000.0,0.01,0.009561065997234178,0.009242444246730968,0.009297817235520962,0.009242457673821664
AP1,2050000.0,0.019573417814876606,0.018647348354573476,0.01821008337705431,0.018275955651024,0.018210095908686715
AP1,2050000.0,0.03831186849557289,0.036198236957633155,0.03560910301933,0.0356725461037601,0.03560910858954518
AP1,2050000.0,0.07498942093324558,0.0696508467996785,0.0688888297221101,0.06890709733337853,0.06888881550062027
AP1,2050000.0,0.14677992676220697,0.1317856736340216,0.1308929424438793,0.13075677194204233,0.13089288579325747
AP1,2050000.0,0.28729848333536656,0.24154424149676493,0.2407430587917017,0.24026775805753636,0.24074293018083504
AP1,2050000.0,0.5623413251903491,0.417567899630127,0.4172344864910724,0.4165057013436569,0.4172342647261527
AP1,2050000.0,1.1006941712522103,0.6527509293719227,0.6520910879643259,0.6522220945061684,0.6520906995343966
AP1,2050000.0,2.1544346900318843,0.8747053502565805,0.8732221586635783,0.8727138933109051,0.873221770441411
AP1,2050000.0,4.216965034285822,0.9831019103031426,0.9824708249157748,0.9824543202513379,0.9824709251886452
AP1,2050000.0,8.25404185268019,0.9995955452388323,0.9995712603397531,0.9997411822791656,0.9995714586276244
AP1,2050000.0,16.155980984398745,0.9999957787360912,0.9998789944244664,0.9999842517912314,0.9998786317219172
AP1,2050000.0,31.622776601683793,0.999994798718533,0.9998830422567279,0.9999874372347661,0.9998824507009886
AP1,2400000.0,0.01,0.007672104425051922,0.007773627368054353,0.008076391049731672,0.0077736253376956355
AP1,2400000.0,0.019573417814876606,0.015071677385231552,0.015215186592436338,0.01563100870581802,0.015215182360129807
AP1,2400000.0,0.03831186849557289,0.02943974052737812,0.029641506237880023,0.030202741594486816,0.02964149713313065
AP1,2400000.0,0.07498942093324558,0.057019442069543756,0.057298788316855184,0.058028042759103296,0.05729876908250919
AP1,2400000.0,0.14677992676220697,0.1088370157806041,0.10920986537705228,0.11007549521148532,0.10920982514889567
AP1,2400000.0,0.28729848333536656,0.20226897178954145,0.20272751374340822,0.20353411865277463,0.20272743483249892
AP1,2400000.0,0.5623413251903491,0.35778125555306456,0.35825541489353074,0.3585931356426931,0.3582552905436575
AP1,2400000.0,1.1006941712522103,0.579411562247631,0.5797965329500856,0.5800306818252027,0.5797964000299338
AP1,2400000.0,2.1544346900318843,0.8157772724579951,0.8161046581539543,0.8171290642436083,0.8161043973456802
AP1,2400000.0,4.216965034285822,0.9630632816975901,0.9630543312208097,0.9637857982272517,0.9630542348266837
AP1,2400000.0,8.25404185268019,0.9983702014028273,0.9982253670875386,0.9985028861053109,0.9982251928312936
AP1,2400000.0,16.155980984398745,0.9999989504701066,0.9998880532620423,0.9999909133145047,0.9998878821332494
AP1,2400000.0,31.622776601683793,0.9999937295010334,0.9998792933097742,0.9999979448793767,0.999879170405159
AP1,2750000.0,0.01,0.006517843081514242,0.0064465226944283235,0.006212983099497414,0.00644651869394449
AP1,2750000.0,0.019573417814876606,0.012623601150910763,0.01252117070630564,0.012210421326097985,0.012521164729199492
AP1,2750000.0,0.03831186849557289,0.024427714700628992,0.024282656631387723,0.023878675385715434,0.02428264754420446
AP1,2750000.0,0.07498942093324558,0.04706785948922933,0.04687124619065597,0.04636314355789175,0.046871232708594696
AP1,2750000.0,0.14677992676220697,0.08977865247677677,0.08954163053740188,0.08892810774006003,0.08954161059491716
AP1,2750000.0,0.28729848333536656,0.167740474278215,0.16753132402644924,0.16681620909360928,0.1675312972132579
AP1,2750000.0,0.5623413251903491,0.3012149285104537,0.30112043675508054,0.30032823458315766,0.30112040517900945
AP1,2750000.0,1.1006941712522103,0.503554874833671,0.5031467977328378,0.5025962311694213,0.5031467481719953
AP1,2750000.0,2.1544346900318843,0.7464831829798033,0.7457142374859754,0.7453908857914674,0.7457141048072055
AP1,2750000.0,4.216965034285822,0.9317731842655484,0.9312699023105875,0.930530246313162,0.9312697077205631
AP1,2750000.0,8.25404185268019,0.9948910160879442,0.9948149525576755,0.994556681910441,0.9948147470445138
AP1,2750000.0,16.155980984398745,0.9999076796446162,0.9998085480242117,0.9999797878129405,0.9998083751156023
AP1,2750000.0,31.622776601683793,0.9999855139619694,0.9998784505872053,0.9999897635563915,0.999878285671201
AP1,3100000.0,0.01,0.005164822880727525,0.005118027351402039,0.004926366011966152,0.005118026706220679
AP1,3100000.0,0.019573417814876606,0.010036823265903123,0.00996243040662471,0.00971043344070553,0.009962428952365073
AP1,3100000.0,0.03831186849557289,0.019486739058036284,0.01936594932733255,0.01904502718492028,0.019365946260334714
AP1,3100000.0,0.07498942093324558,0.03770139942076078,0.03750317486531319,0.03711230368887881,0.03750316846851177
AP1,3100000.0,0.14677992676220697,0.07235435104924641,0.07203527640610123,0.07157856763541627,0.072035263628113
AP1,3100000.0,0.28729848333536656,0.136569301409648,0.1361040202269008,0.13554052272901135,0.13610399618520916
AP1,3100000.0,0.5623413251903491,0.24949569124912316,0.2489981719247305,0.24809053883699939,0.24899813327116066
AP1,3100000.0,1.1006941712522103,0.4288805648016,0.4285587445510286,0.4272258214628199,0.42855869519558326
AP1,3100000.0,2.1544346900318843,0.665693050735354,0.6647132308909267,0.6643995916547266,0.6647131458009934
AP1,3100000.0,4.216965034285822,0.8828250607873024,0.8825696741082312,0.8808634714980261,0.8825695119264474
AP1,3100000.0,8.25404185268019,0.9851126941243856,0.9849923871134856,0.9842552371359823,0.9849922292840285
AP1,3100000.0,16.155980984398745,0.9996327473779774,0.9995281292258348,0.9998058523540604,0.9995279357997326
AP1,3100000.0,31.622776601683793,0.9999845095918827,0.9998768362478133,0.9999853014711453,0.9998766418082667
AP1,3450000.0,0.01,0.003963637578341801,0.004013246593575107,0.003993655397608555,0.00401324626320558
AP1,3450000.0,0.019573417814876606,0.007740571198544165,0.007812495017110307,0.007777403397400749,0.0078124941856693615
AP1,3450000.0,0.03831186849557289,0.015088848291021766,0.015193381239337361,0.01513357095044015,0.015193379402128306
AP1,3450000.0,0.07498942093324558,0.029307517873046113,0.02945789470713963,0.029366200026718265,0.029457890588899093
AP1,3450000.0,0.14677992676220697,0.05653280559078127,0.05673915477925641,0.05663213298937181,0.05673914604465211
AP1,3450000.0,0.28729848333536656,0.10762535007740204,0.1078685955268744,0.10784064072271309,0.10786857743920739
AP1,3450000.0,0.5623413251903491,0.19988209069564164,0.20006402746600474,0.20024758481588298,0.2000639910345548
AP1,3450000.0,1.1006941712522103,0.35418252998520966,0.3543166370132349,0.35394516133437126,0.35431657487527557
AP1,3450000.0,2.1544346900318843,0.5740535555710444,0.5748220367558722,0.5731188466840232,0.5748219633075042
AP1,3450000.0,4.216965034285822,0.8112202807510327,0.811531393306536,0.8114690475016472,0.8115312431815216
AP1,3450000.0,8.25404185268019,0.9605970735145523,0.9608935755434994,0.9616515198737653,0.9608934213732562
AP1,3450000.0,16.155980984398745,0.9979793439834317,0.9978417560139526,0.9983545134064659,0.9978415949045815
AP1,3450000.0,31.622776601683793,0.9999810002655204,0.9998807080002805,0.9999703490898652,0.9998805420814572
AP1,3800000.0,0.01,0.0030752739047496236,0.0030608877938941435,0.0029302596777906796,0.0030608876649787947
AP1,3800000.0,0.019573417814876606,0.005977392588551449,0.005952423802735241,0.0057698390796910165,0.005952423270443057
AP1,3800000.0,0.03831186849557289,0.011621649940101076,0.011577328443008123,0.01132020042235891,0.011577327019291372
AP1,3800000.0,0.07498942093324558,0.022562930477426132,0.022483311988887242,0.022112052722992003,0.022483308692812207
AP1,3800000.0,0.14677992676220697,0.04361580346592402,0.04347457939097665,0.04290281646907627,0.04347457240303492
AP1,3800000.0,0.28729848333536656,0.08350116110420316,0.08326772626238484,0.08227861184207073,0.08326771271803188
AP1,3800000.0,0.5623413251903491,0.1566834028399021,0.15636853349732788,0.15452764792182483,0.15636850994645152
AP1,3800000.0,1.1006941712522103,0.28261692510831743,0.28229902432855564,0.27981291358430754,0.28229898897830347
AP1,3800000.0,2.1544346900318843,0.4765172284830874,0.475755529566579,0.47487220665065694,0.4757554629457412
AP1,3800000.0,4.216965034285822,0.7181221937527018,0.7177375099404333,0.7135212554620293,0.7177374012405265
AP1,3800000.0,8.25404185268019,0.9149756848199241,0.9150437070288953,0.9112498667111055,0.9150435621759246
AP1,3800000.0,16.155980984398745,0.9913554540647833,0.9916383387910478,0.9903204793419527,0.9916381732666676
AP1,3800000.0,31.622776601683793,0.9996321732489102,0.9994916848368666,0.9999872216837353,0.9994915118458535
AP1,4150000.0,0.01,0.0024110205320776947,0.0024255937956911707,0.0022810700927452026,0.002425593740851126
AP1,4150000.0,0.019573417814876606,0.004684312306869771,0.004705790934965362,0.004498631800411614,0.004705790696927768
AP1,4150000.0,0.03831186849557289,0.00910547156370597,0.009137365699845445,0.008842446149071512,0.009137364919661686
AP1,4150000.0,0.07498942093324558,0.017680791703496082,0.017727956584148743,0.017317603664418944,0.01772795472941755
AP1,4150000.0,0.14677992676220697,0.03421644700319252,0.03428357165000079,0.03374394599501239,0.03428356732643891
AP1,4150000.0,0.28729848333536656,0.06573877014704199,0.06582213533087934,0.06518228292378904,0.06582212581159703
AP1,4150000.0,0.5623413251903491,0.1245482431061656,0.1246142160085705,0.12383116727686379,0.1246141956392596
AP1,4150000.0,1.1006941712522103,0.22969345377247227,0.22971559545043932,0.22765913453003495,0.22971555648647582
AP1,4150000.0,2.1544346900318843,0.4000351232510812,0.4003388043960059,0.39550820748714854,0.40033874972748756
AP1,4150000.0,4.216965034285822,0.6306032535790528,0.6308040526925707,0.6278283866522157,0.630803943258102
AP1,4150000.0,8.25404185268019,0.8565991379275417,0.857052090507855,0.8549362377272747,0.8570519357434015
AP1,4150000.0,16.155980984398745,0.9760188601154386,0.9764739323591559,0.9773875441739385,0.9764737586246589
AP1,4150000.0,31.622776601683793,0.9988933556088823,0.9987231884639975,0.9997487663281418,0.9987230019241825
AP1,4500000.0,0.01,0.0017592500568677748,0.0017679846331090103,0.0017765182362590496,0.0017679840563444257
AP1,4500000.0,0.019573417814876606,0.003444190682695364,0.003453410466959518,0.003461433559897521,0.0034534095136533266
AP1,4500000.0,0.03831186849557289,0.006734765135615207,0.006741928859590183,0.006745526458254228,0.006741927246381859
AP1,4500000.0,0.07498942093324558,0.013143115612077639,0.013142375936126893,0.013134363081353507,0.013142373234435355
AP1,4500000.0,0.14677992676220697,0.02555636314101075,0.02553573287724058,0.02551289083141844,0.025535728274669277
AP1,4500000.0,0.28729848333536656,0.04934970372021554,0.04928633804116789,0.04930823997807495,0.04928633030677869
AP1,4500000.0,0.5623413251903491,0.09404734515047601,0.09389556208565795,0.09435628448282703,0.09389554911281318
AP1,4500000.0,1.1006941712522103,0.17513425780754188,0.17477380031759834,0.1768896079825884,0.1747737773592463
AP1,4500000.0,2.1544346900318843,0.3144732452513801,0.3136648597944872,0.31655692263316487,0.31366481185224954
AP1,4500000.0,4.216965034285822,0.5224023935082053,0.5213391009355439,0.5241994014418956,0.5213390212541953
AP1,4500000.0,8.25404185268019,0.7658196204231088,0.7645618098053348,0.7650042034852823,0.7645616898158666
AP1,4500000.0,16.155980984398745,0.9430240027405742,0.942214051076299,0.9403029258429538,0.94221387909608
AP1,4500000.0,31.622776601683793,0.9964352214280351,0.9965347210794353,0.995132350548493,0.9965345419159654
AP1,4850000.0,0.01,0.0012866590184792285,0.0012889599932223955,0.0012609104342043052,0.00128895954703174
AP1,4850000.0,0.019573417814876606,0.002510310503691043,0.002515215596907768,0.0024777489232576215,0.002515214861949766
AP1,4850000.0,0.03831186849557289,0.004898463061901631,0.004908584361651692,0.004859540601491854,0.004908583116755282
AP1,4850000.0,0.07498942093324558,0.009553457170728636,0.009573850373639902,0.00950970526401663,0.009573848225840698
AP1,4850000.0,0.14677992676220697,0.018602552181912497,0.018642822780873834,0.018548767508116265,0.01864281899646235
AP1,4850000.0,0.28729848333536656,0.03609997064839265,0.036177996384053376,0.03597384153288586,0.03617798944321594
AP1,4850000.0,0.5623413251903491,0.06956934373340848,0.06971824298987891,0.0690397094771663,0.069718230251623
AP1,4850000.0,1.1006941712522103,0.1320135375954446,0.13229783963610114,0.13011199645630378,0.1322978175262768
AP1,4850000.0,2.1544346900318843,0.24147818662327253,0.2420147356060382,0.2387308980801934,0.2420146989421128
AP1,4850000.0,4.216965034285822,0.4161845633559804,0.4170389586605586,0.41409794983921294,0.41703887479489743
AP1,4850000.0,8.25404185268019,0.6486798913392219,0.6499500608186153,0.6480335713984757,0.6499499462977701
AP1,4850000.0,16.155980984398745,0.869591023884677,0.8708739363358822,0.8666530429702592,0.8708737702331463
AP1,4850000.0,31.622776601683793,0.9769701736067993,0.9773717337957685,0.9812518005272511,0.9773715643618545
AP1,5200000.0,0.01,0.0010043357779502761,0.0009905032607636637,0.0010354514921907696,0.000990503035481036
AP1,5200000.0,0.019573417814876606,0.0019586166690565582,0.0019403600672581514,0.0020189869452376433,0.0019403596452979858
AP1,5200000.0,0.03831186849557289,0.003821121089471784,0.0037978434896369837,0.003938402865152377,0.003797842741477554
AP1,5200000.0,0.07498942093324558,0.007452617998582794,0.007424810674547207,0.007679762773493136,0.007424809288514168
AP1,5200000.0,0.14677992676220697,0.014518129686034173,0.014489380495946938,0.014951202189300837,0.0144893777813756
AP1,5200000.0,0.28729848333536656,0.028208857881123522,0.028190423743020186,0.02899492733130113,0.028190418254716187
AP1,5200000.0,0.5623413251903491,0.05453311591435121,0.054552772182196764,0.05577596822516287,0.054552761064680245
AP1,5200000.0,1.1006941712522103,0.10430757315092452,0.10441804169536231,0.1056911273397439,0.10441801921358497
AP1,5200000.0,2.1544346900318843,0.1942129821972109,0.1944737408331689,0.19585898745198554,0.1944737000019917
AP1,5200000.0,4.216965034285822,0.3424176553964302,0.342953984992699,0.34885225859318686,0.3429539125892277
AP1,5200000.0,8.25404185268019,0.559709381406716,0.5603912680801556,0.5672774044099194,0.5603911716799423
AP1,5200000.0,16.155980984398745,0.7954769875333092,0.7958166030802235,0.8081485822133044,0.7958164574285439
AP1,5200000.0,31.622776601683793,0.9536585633920595,0.9529421260969666,0.9619327594834514,0.9529419579020199
AP1,5550000.0,0.01,0.0006395909960750693,0.0006390538921263321,0.0005780000371242654,0.0006390539466899993
AP1,5550000.0,0.019573417814876606,0.0012341701140943884,0.001231628575731734,0.0011498176771896312,0.0012316286023451913
AP1,5550000.0,0.03831186849557289,0.0023899036796225163,0.0023828224564221606,0.0022759470773895374,0.0023828223465270594
AP1,5550000.0,0.07498942093324558,0.004638115714495702,0.004621352621000309,0.0044872361136021255,0.004621352209508224
AP1,5550000.0,0.14677992676220697,0.00901047353537803,0.008973879193704922,0.008814380254282368,0.008973878132886463
AP1,5550000.0,0.28729848333536656,0.017501414488540822,0.017425430411682305,0.017237211667212485,0.01742542792567239
AP1,5550000.0,0.5623413251903491,0.03393380086790869,0.033780643735170965,0.033481774008015906,0.033780638574762024
AP1,5550000.0,1.1006941712522103,0.0654571336735729,0.06514581963022524,0.064344869998188,0.06514581018464131
AP1,5550000.0,2.1544346900318843,0.12420302126472366,0.12353688243176701,0.12200303853479566,0.12353686862606589
AP1,5550000.0,4.216965034285822,0.22670300969750024,0.22548268433854737,0.22635814544179103,0.2254826578145614
AP1,5550000.0,8.25404185268019,0.3968785282452617,0.39492106146982936,0.392368371193963,0.3949210003981936
AP1,5550000.0,16.155980984398745,0.6273168185061534,0.6249436219785576,0.621275150903803,0.6249435295026701
AP1,5550000.0,31.622776601683793,0.8564146343554909,0.855236081364104,0.8436847577188518,0.8552359340863988
AP1,5900000.0,0.01,0.0003838118127496743,0.00037255604633579394,0.00041687003964437265,0.0003725561847901247
AP1,5900000.0,0.019573417814876606,0.0007480399587903422,0.0007310509505324337,0.0008041282146060186,0.0007310510881404358
AP1,5900000.0,0.03831186849557289,0.001459793600487661,0.0014335506680277263,0.001557104375694814,0.001433550794184718
AP1,5900000.0,0.07498942093324558,0.0028499791178004073,0.0028083567124778477,0.003022912053599628,0.002808356695602032
AP1,5900000.0,0.14677992676220697,0.005561555387879461,0.005493594356225801,0.005877698750339843,0.005493593945842392
AP1,5900000.0,0.28729848333536656,0.010834235814550409,0.010719922851733408,0.011435774955354121,0.010719921623489843
AP1,5900000.0,0.5623413251903491,0.021021763993891707,0.020825008645675824,0.02223866054505347,0.020825005897278336
AP1,5900000.0,1.1006941712522103,0.04048208387273989,0.04014655640895372,0.04311063910796534,0.04014655089536222
AP1,5900000.0,2.1544346900318843,0.07719366667717946,0.07667303327655181,0.08256694196388947,0.07667302303049008
AP1,5900000.0,4.216965034285822,0.14599191897750838,0.14519739141721438,0.15363764817339096,0.145197373717333
AP1,5900000.0,8.25404185268019,0.2635217161684213,0.2620828734381452,0.2794281554904003,0.26208283219484135
AP1,5900000.0,16.155980984398745,0.4483046370845466,0.4459497139660588,0.47280804190071746,0.44594965306852363
AP1,5900000.0,31.622776601683793,0.6868081765370238,0.682982983062812,0.7139912581460738,0.6829828810880976
AP1,6250000.0,0.01,0.00030928293389082174,0.0002945702186027403,0.00037794975416319395,0.00029457010727617576
AP1,6250000.0,0.019573417814876606,0.000601398493634636,0.0005772344349429324,0.0007227303622850797,0.0005772342744844374
AP1,6250000.0,0.03831186849557289,0.0011710602512233007,0.0011303430640714506,0.0013904386557242001,0.0011303428267789874
AP1,6250000.0,0.07498942093324558,0.0022818047699179225,0.00221158846166519,0.0026859455442102323,0.002211588058649096
AP1,6250000.0,0.14677992676220697,0.004446101984121406,0.004322728292623464,0.0052005059169699655,0.004322727667526465
AP1,6250000.0,0.28729848333536656,0.008657906609827324,0.008438384423206517,0.010073425491702368,0.00843838348521537
AP1,6250000.0,0.5623413251903491,0.01683857509712598,0.01644555211322766,0.019471803444910455,0.016445550514335265
AP1,6250000.0,1.1006941712522103,0.03267869782427445,0.031971144343794104,0.03742838709958476,0.0319711415561761
AP1,6250000.0,2.1544346900318843,0.06304300625624246,0.06173676087982703,0.07131357071567776,0.06173675529870711
AP1,6250000.0,4.216965034285822,0.1189408047680042,0.11647280308204004,0.13473512660790674,0.1164727893994649
AP1,6250000.0,8.25404185268019,0.21749334290861377,0.21342003202455576,0.2458174549622059,0.21342000108823192
AP1,6250000.0,16.155980984398745,0.3777815632986469,0.3710276217921921,0.4246622911054238,0.3710275692146368
AP1,6250000.0,31.622776601683793,0.6029135077121467,0.5927698617905093,0.6620903778940994,0.59276977634881
AP1,6600000.0,0.01,0.0002079077399970018,0.00020542651986886007,0.00021265680806433819,0.00020542657178926102
AP1,6600000.0,0.019573417814876606,0.0004101708938212873,0.000406562754965681,0.0004089009847636035,0.000406562802793569
AP1,6600000.0,0.03831186849557289,0.0008075585842071614,0.0008022287504286708,0.0007900943054064692,0.0008022287730729143
AP1,6600000.0,0.07498942093324558,0.0015875532021328274,0.0015794599211344303,0.0015317993948680301,0.0015794598499503244
AP1,6600000.0,0.14677992676220697,0.0031172727948448583,0.0031043800227462956,0.0029762384195955232,0.003104379693629403
AP1,6600000.0,0.28729848333536656,0.006114233013303027,0.006091954408173588,0.005789489916363611,0.006091953512987171
AP1,6600000.0,0.5623413251903491,0.011973259545812805,0.01192962588829655,0.011265555614632087,0.011929623587447596
AP1,6600000.0,1.1006941712522103,0.02336373593667898,0.023264856860178568,0.021917344340082776,0.02326485159349279
AP1,6600000.0,2.1544346900318843,0.04519348347707355,0.04495612348142198,0.042619880758860244,0.044956112775982215
AP1,6600000.0,4.216965034285822,0.0860822154194375,0.08563655113581646,0.08228981086565633,0.0856365346559202
AP1,6600000.0,8.25404185268019,0.1625344395585976,0.16189096478857556,0.1538763031784297,0.1618909425128702
AP1,6600000.0,16.155980984398745,0.2935699403028756,0.2925757622237621,0.279709322249008,0.29257570610075445
AP1,6600000.0,31.622776601683793,0.4993292953430187,0.4986995141578831,0.46907756974269715,0.4986994233706013
AP1,6950000.0,0.01,0.00013286705857710354,0.00013105055481396735,0.00013359123276554473,0.00013105061907614193
AP1,6950000.0,0.019573417814876606,0.00025388444825803346,0.0002492634584007549,0.00026364176224990166,0.00024926352570311554
AP1,6950000.0,0.03831186849557289,0.00048830786973869,0.000477790689388003,0.0005190747238275066,0.00047779077178997553
AP1,6950000.0,0.07498942093324558,0.0009435594702419838,0.0009208856360960533,0.0010199794983026568,0.0009208856871670588
AP1,6950000.0,0.14677992676220697,0.0018289917138269644,0.0017815186039632713,0.0020009361789611914,0.0017815186357074192
AP1,6950000.0,0.28729848333536656,0.0035517487480967135,0.003453898693216284,0.003919712428638372,0.0034538986171346164
AP1,6950000.0,0.5623413251903491,0.006899241311801182,0.006699045952144859,0.007669089889566531,0.0066990457876896356
AP1,6950000.0,1.1006941712522103,0.013374475872676268,0.012966817240772631,0.014990280713677945,0.012966817184819263
AP1,6950000.0,2.1544346900318843,0.025776533423844214,0.024960412241923368,0.02926071827977802,0.024960412895683282
AP1,6950000.0,4.216965034285822,0.04927867905184254,0.047739087852169876,0.05670667836907351,0.047739088126871984
AP1,6950000.0,8.25404185268019,0.09419761306637761,0.0913849546700742,0.10743818884303223,0.09138494827119446
AP1,6950000.0,16.155980984398745,0.17511442495876767,0.16983531531769505,0.2010994011181521,0.1698353050600394
